y_true,y_pred,residual
924577800.0,623747100.0,300830720.0
1181520900.0,1772196900.0,-590676000.0
2290135000.0,2646975500.0,-356840450.0
8327913500.0,9302994000.0,-975080450.0
25893999000.0,19834814000.0,6059184000.0
22866862000.0,27138950000.0,-4272087000.0
148872200.0,84489220.0,64382976.0
178001920.0,903706600.0,-725704700.0
1843341300.0,1874717700.0,-31376384.0
8024277000.0,7294056000.0,730221060.0
6935339000.0,7536676000.0,-601336800.0
6979465000.0,7432681500.0,-453216260.0
2841363000.0,8023240700.0,-5181878000.0
6162318000.0,7432301600.0,-1269983700.0
8335738000.0,6443494400.0,1892243500.0
627179500.0,597846000.0,29333504.0
1026411500.0,789057540.0,237353980.0
860940300.0,547870700.0,313069570.0
19585167000.0,19620194000.0,-35026944.0
21445230000.0,20875416000.0,569815040.0
18056393000.0,20269937000.0,-2213544000.0
14457223000.0,18540590000.0,-4083366000.0
19866753000.0,18807106000.0,1059647500.0
16008340000.0,18609705000.0,-2601364500.0
13140723000.0,13345626000.0,-204903420.0
8937734000.0,11987616000.0,-3049881600.0
6863038500.0,10664990000.0,-3801951200.0
615805950.0,1202647000.0,-586841100.0
2098721800.0,1560063000.0,538658800.0
1465683000.0,1851314200.0,-385631230.0
11126971000.0,12332586000.0,-1205614600.0
14953022000.0,13481683000.0,1471339500.0
12805988000.0,18961380000.0,-6155391000.0
1509831700.0,1835131900.0,-325300220.0
2177862700.0,2063532000.0,114330620.0
2339849200.0,1935637500.0,404211700.0
15359455000.0,40135210000.0,-24775754000.0
28130690000.0,45599298000.0,-17468609000.0
16451019000.0,42088546000.0,-25637528000.0
18951518000.0,18482240000.0,469278720.0
12639500000.0,14771249000.0,-2131748900.0
11942874000.0,13036716000.0,-1093841900.0
130008060.0,71202820.0,58805250.0
226172930.0,315610100.0,-89437180.0
264680450.0,369944580.0,-105264130.0
15415494000.0,14683740000.0,731753500.0
23830524000.0,16448639000.0,7381885000.0
19675378000.0,16490662000.0,3184715800.0
1638782000.0,1492467700.0,146314240.0
1551130600.0,2137764900.0,-586634240.0
3286495700.0,2783718000.0,502777860.0
11096051000.0,10437270000.0,658781200.0
8442949600.0,8850990000.0,-408040450.0
8312511500.0,9435268000.0,-1122756600.0
6516470300.0,8368014300.0,-1851544000.0
10794103000.0,12556899000.0,-1762796500.0
10186526000.0,10895685000.0,-709158900.0
11376780000.0,9651924000.0,1724856300.0
19771240000.0,11815237000.0,7956004000.0
16520993000.0,11883814000.0,4637179000.0
2603183000.0,2634084900.0,-30901760.0
4054649300.0,2733210000.0,1321439200.0
593110000.0,2811681300.0,-2218571300.0
2030715900.0,3034966000.0,-1004250100.0
3578092500.0,3264984600.0,313107970.0
2865371600.0,3393111600.0,-527739900.0
14809710000.0,11480174000.0,3329536000.0
10208073000.0,13005041000.0,-2796968000.0
8795575000.0,9693561000.0,-897985540.0
729983000.0,2825257000.0,-2095274000.0
863427600.0,3240112000.0,-2376684500.0
2354329600.0,3660153900.0,-1305824300.0
25920252000.0,37202750000.0,-11282500000.0
31300686000.0,33052062000.0,-1751375900.0
26068509000.0,25545515000.0,522993660.0
1452820500.0,1130227700.0,322592770.0
1197074400.0,1552179200.0,-355104770.0
875466750.0,1323598800.0,-448132100.0
3715589600.0,4857944000.0,-1142354400.0
10659285000.0,6568187000.0,4091098000.0
11371469000.0,8179543000.0,3191925800.0
2634979800.0,2981891000.0,-346911230.0
2255336400.0,3031516200.0,-776179700.0
1869463600.0,2751147000.0,-881683460.0
33178320000.0,23709057000.0,9469264000.0
30884320000.0,23045192000.0,7839127600.0
26035923000.0,18942194000.0,7093729300.0
91416580.0,387339260.0,-295922700.0
147503100.0,262634500.0,-115131390.0
117498880.0,250100740.0,-132601860.0
5210688000.0,6030959000.0,-820271100.0
6231047000.0,4862889500.0,1368157700.0
5068910600.0,3699747800.0,1369162800.0
641267700.0,977838100.0,-336570370.0
1700970500.0,1033515000.0,667455500.0
3838944800.0,1176104000.0,2662840800.0
25069556000.0,14121106000.0,10948449000.0
7422148600.0,14173932000.0,-6751783000.0
19213050000.0,13964049000.0,5249000400.0
261819400.0,445114370.0,-183294980.0
943988740.0,1036944400.0,-92955650.0
1129916400.0,1507638300.0,-377721860.0
1210445800.0,1133550600.0,76895230.0
2759691800.0,2845341700.0,-85649920.0
3462796800.0,2556533800.0,906263040.0
27122092000.0,23050084000.0,4072007700.0
24562061000.0,23960812000.0,601249800.0
16927506000.0,24924316000.0,-7996809000.0
4317663700.0,7538943500.0,-3221279700.0
8267602000.0,8287568400.0,-19966464.0
7578007600.0,8182319000.0,-604311550.0
5209427500.0,4598879700.0,610547700.0
3606394400.0,4071038500.0,-464644100.0
3219907600.0,3976290800.0,-756383200.0
891122700.0,631129100.0,259993600.0
946396160.0,577782800.0,368613380.0
416051200.0,605143040.0,-189091840.0
16773982000.0,13989923000.0,2784059400.0
10903508000.0,10484744000.0,418763780.0
13026008000.0,18229772000.0,-5203764000.0
0.0,125264900.0,-125264900.0
0.0,55481344.0,-55481344.0
0.0,-201537540.0,201537540.0
577492000.0,756123650.0,-178631680.0
1530216400.0,2976754200.0,-1446537700.0
6669513700.0,12050899000.0,-5381385000.0
5749600000.0,5234451500.0,515148800.0
7665388000.0,4930107000.0,2735281200.0
2523541500.0,5773915600.0,-3250374100.0
5753534500.0,6144459300.0,-390924800.0
7519350300.0,6450065400.0,1069284860.0
6588881400.0,5005179000.0,1583702500.0
9141455000.0,9628302000.0,-486847500.0
8574067000.0,9053706000.0,-479639040.0
9767936000.0,9578262000.0,189674500.0
6851014700.0,1269618700.0,5581396000.0
11502306000.0,3242525700.0,8259780600.0
11678262000.0,4845053400.0,6833209000.0
37766988000.0,36534632000.0,1232355300.0
31310640000.0,34856500000.0,-3545862100.0
42123630000.0,37976183000.0,4147445800.0
1505098800.0,1090475000.0,414623740.0
2429058000.0,2861812200.0,-432754180.0
3310088700.0,3651234800.0,-341146100.0
16702262000.0,13987813000.0,2714449000.0
14192624000.0,13076177000.0,1116446700.0
12058794000.0,11653504000.0,405290000.0
5008430000.0,5070434000.0,-62003710.0
5693066000.0,5803929000.0,-110862850.0
4973589500.0,4572382000.0,401207300.0
1688668200.0,1093601300.0,595066900.0
1917901800.0,1194588200.0,723313660.0
2779473000.0,1903324200.0,876148740.0
0.0,-49401856.0,49401856.0
0.0,-34282496.0,34282496.0
0.0,-36680704.0,36680704.0
4714972000.0,5480713700.0,-765741600.0
10525654000.0,10868063000.0,-342409200.0
16666752000.0,14247362000.0,2419390500.0
3412823600.0,3098875000.0,313948670.0
2659171300.0,3024610300.0,-365438980.0
1850375200.0,2726386200.0,-876011000.0
37328740000.0,11004257000.0,26324484000.0
52576952000.0,7761807400.0,44815147000.0
53845790000.0,22301573000.0,31544218000.0
9299735000.0,4537904600.0,4761830000.0
8164604400.0,9751692000.0,-1587087900.0
11502710000.0,13763038000.0,-2260328400.0
0.0,309397500.0,-309397500.0
0.0,463112200.0,-463112200.0
0.0,315204600.0,-315204600.0
26793157000.0,21173017000.0,5620140000.0
13893689000.0,18156194000.0,-4262504400.0
17360878000.0,14566905000.0,2793972700.0
14394573000.0,18109987000.0,-3715414000.0
21421259000.0,20414022000.0,1007237100.0
13637414000.0,12706085000.0,931329000.0
16257169000.0,14729562000.0,1527607300.0
13960346000.0,12818148000.0,1142197200.0
9343025000.0,10899325000.0,-1556299800.0
4648250400.0,5531190000.0,-882939400.0
8445949000.0,7777886000.0,668062700.0
7717282000.0,9188838000.0,-1471556600.0
31335866000.0,29604217000.0,1731649500.0
31500190000.0,28017842000.0,3482347500.0
21012847000.0,21264069000.0,-251222020.0
376729600.0,232597500.0,144132100.0
617453600.0,497341440.0,120112130.0
1171816400.0,313208830.0,858607600.0
2264844300.0,2250107000.0,14737408.0
2370065400.0,2228332500.0,141732860.0
2890029600.0,2741973500.0,148056060.0
11949733000.0,13811216000.0,-1861483500.0
15915641000.0,15321028000.0,594613250.0
13281829000.0,13561825000.0,-279996400.0
172355580.0,321937400.0,-149581820.0
345542660.0,775928800.0,-430386180.0
508251140.0,1010324500.0,-502073340.0
22730908000.0,23286487000.0,-555579400.0
15880311000.0,16747207000.0,-866895900.0
17523440000.0,12931774000.0,4591665000.0
86587770000.0,87502690000.0,-914923500.0
99412940000.0,103517670000.0,-4104724500.0
97859200000.0,99719070000.0,-1859870700.0
8631352000.0,8426625500.0,204726780.0
8690430000.0,8050406000.0,640024060.0
6582003700.0,6087705600.0,494298100.0
16776753000.0,14462113000.0,2314640400.0
6266903000.0,15400868000.0,-9133965000.0
10180464000.0,10008818000.0,171645950.0
8037415000.0,7782143000.0,255271940.0
8972870000.0,8400425000.0,572444700.0
7003115000.0,7351778300.0,-348663300.0
10859779000.0,10139119000.0,720660500.0
13512841000.0,10409659000.0,3103181800.0
7745486300.0,9471628000.0,-1726142000.0
0.0,74535940.0,-74535940.0
0.0,-98782210.0,98782210.0
0.0,-5697536.0,5697536.0
5180429000.0,6315547000.0,-1135118300.0
4945236000.0,16351711000.0,-11406475000.0
17040486000.0,17591017000.0,-550531100.0
20034105000.0,20988428000.0,-954322940.0
24918980000.0,28551524000.0,-3632543700.0
13981270000.0,24423244000.0,-10441974000.0
1358645200.0,1126924300.0,231720960.0
1472810000.0,1301767200.0,171042820.0
1217689600.0,1363845100.0,-146155520.0
11634115000.0,8982304000.0,2651810800.0
10329572000.0,9008221000.0,1321351200.0
8031575000.0,8354184000.0,-322609150.0
3516959200.0,3544594000.0,-27634688.0
3522017800.0,3730958300.0,-208940540.0
4182234600.0,4022773200.0,159461380.0
14807029000.0,17104841000.0,-2297812000.0
19334062000.0,17209135000.0,2124927000.0
14646796000.0,16435466000.0,-1788670000.0
86803310000.0,84875534000.0,1927774200.0
108932630000.0,106003775000.0,2928853000.0
94293660000.0,102817735000.0,-8524071000.0
5188489000.0,3913596000.0,1274893300.0
5093893600.0,5907930600.0,-814037000.0
4268876300.0,8642439000.0,-4373563000.0
2989812700.0,5512950300.0,-2523137500.0
22094133000.0,21806002000.0,288131070.0
20657660000.0,24905775000.0,-4248115200.0
4833207000.0,7117341000.0,-2284134400.0
13188486000.0,8328835600.0,4859650600.0
11519200000.0,9397505000.0,2121695200.0
41029784000.0,40964510000.0,65273856.0
30121010000.0,42154620000.0,-12033610000.0
50107134000.0,45992387000.0,4114747400.0
10262404000.0,14676282000.0,-4413878300.0
16455057000.0,17686129000.0,-1231071200.0
20203622000.0,17619790000.0,2583832600.0
4287562200.0,8192242700.0,-3904680400.0
9960691000.0,7887901700.0,2072789000.0
7988708400.0,7935314000.0,53394430.0
19862796000.0,25833030000.0,-5970233300.0
15556889000.0,20124041000.0,-4567152600.0
13032296000.0,14691616000.0,-1659319300.0
525386750.0,952597500.0,-427210750.0
1198352400.0,1435693000.0,-237340670.0
3619761200.0,1552659500.0,2067101700.0
17869392000.0,14094286000.0,3775106000.0
12077750000.0,13765708000.0,-1687957500.0
10513304000.0,11679003000.0,-1165699100.0
29218796000.0,27799466000.0,1419329500.0
22523286000.0,29574050000.0,-7050764300.0
23313928000.0,33294020000.0,-9980092000.0
794890240.0,1028426750.0,-233536510.0
667793400.0,1031023600.0,-363230200.0
749610000.0,979679200.0,-230069250.0
4634599400.0,5375236600.0,-740637200.0
6226410500.0,5429696500.0,796714000.0
4886080500.0,4700357000.0,185723400.0
1147573200.0,1402753000.0,-255179780.0
879140860.0,1304644600.0,-425503740.0
1263958000.0,1375955000.0,-111996930.0
8345407500.0,7774165000.0,571242500.0
8765665000.0,6785900000.0,1979765200.0
6417839000.0,6760240600.0,-342401540.0
3294856200.0,3843701200.0,-548845060.0
3444830200.0,3769832400.0,-325002240.0
2409913300.0,3453659100.0,-1043745800.0
4123555800.0,4437998600.0,-314442750.0
9262124000.0,9804925000.0,-542800900.0
11454468000.0,10624213000.0,830255100.0
11480131000.0,7715981300.0,3764149200.0
10600115000.0,9541264000.0,1058850800.0
11196418000.0,12024871000.0,-828452860.0
2306945000.0,4216931300.0,-1909986300.0
3015058400.0,3625906700.0,-610848260.0
3143488000.0,3370665000.0,-227176960.0
1222216700.0,1010088960.0,212127740.0
991504400.0,1016741900.0,-25237504.0
845258750.0,1126799400.0,-281540600.0
3759346200.0,3054365200.0,704981000.0
7297889000.0,7279976400.0,17912320.0
10041702000.0,7960994300.0,2080708100.0
9981507000.0,6781727000.0,3199779300.0
12094550000.0,12167686000.0,-73136130.0
12740932000.0,13219256000.0,-478324740.0
3601685500.0,4563633000.0,-961947650.0
4281592800.0,4191756300.0,89836540.0
3755112000.0,4059626500.0,-304514560.0
21407447000.0,12823336000.0,8584111000.0
15680568000.0,16135043000.0,-454474750.0
7361106000.0,12984681000.0,-5623575600.0
7386235000.0,7229525000.0,156709890.0
8259563500.0,7138825000.0,1120738300.0
6843043000.0,6784354000.0,58689024.0
11350519000.0,10692021000.0,658497540.0
15060796000.0,14889551000.0,171245570.0
17992380000.0,21227368000.0,-3234988000.0
10240618000.0,11357214000.0,-1116595200.0
12110838000.0,11240957000.0,869880800.0
5836759600.0,10040199000.0,-4203439600.0
7358935600.0,8216234000.0,-857298400.0
7918662700.0,8099955700.0,-181293060.0
6705448000.0,7784417300.0,-1078969300.0
15268318000.0,9343645000.0,5924673500.0
12857246000.0,17490862000.0,-4633616400.0
30523982000.0,25914740000.0,4609241000.0
9458343000.0,13407519000.0,-3949175800.0
17777787000.0,13925096000.0,3852690400.0
14525647000.0,14950349000.0,-424701950.0
14870472000.0,8603651000.0,6266820600.0
10462795000.0,11377432000.0,-914636800.0
20538548000.0,13227287000.0,7311261700.0
1524958200.0,1159699500.0,365258750.0
1844965400.0,1492790300.0,352175100.0
1468312600.0,1367114800.0,101197820.0
1635415000.0,1124766700.0,510648320.0
1425816600.0,1323844600.0,101971970.0
1807146000.0,1125579800.0,681566200.0
7331425300.0,11167388000.0,-3835962400.0
9285436000.0,9912082000.0,-626646000.0
7878549500.0,8925821000.0,-1047271400.0
15102317000.0,12062550000.0,3039766500.0
20760900000.0,20021236000.0,739663900.0
16202941000.0,21259207000.0,-5056265000.0
9776896000.0,9807126000.0,-30229504.0
10379000000.0,10278076000.0,100923390.0
7862128600.0,9777915000.0,-1915786200.0
12232180000.0,6937852400.0,5294327300.0
5504341500.0,5303278600.0,201062910.0
7268934000.0,5228698000.0,2040236000.0
10792190000.0,11840696000.0,-1048506400.0
9677520000.0,12408435000.0,-2730914800.0
12089969000.0,12300659000.0,-210690050.0
8352048600.0,11126825000.0,-2774776300.0
11018696000.0,10262254000.0,756442100.0
9262753000.0,10836776000.0,-1574023200.0
11840853000.0,9695747000.0,2145105900.0
11954654000.0,9506018000.0,2448636000.0
10179090000.0,8489389000.0,1689701400.0
802095100.0,884935700.0,-82840580.0
864236540.0,689686500.0,174550020.0
872732700.0,648301600.0,224431100.0
2505727000.0,2721939500.0,-216212480.0
3363026400.0,3190132200.0,172894200.0
3898611700.0,3339950000.0,558661600.0
5581924400.0,4258264000.0,1323660300.0
6942507500.0,4976976400.0,1965531100.0
5591176700.0,4776710000.0,814466560.0
2617921000.0,2643608600.0,-25687552.0
2851733500.0,2480021500.0,371712000.0
2062678000.0,2018404400.0,44273664.0
6848643600.0,7723506700.0,-874863100.0
8227440600.0,6398923000.0,1828517900.0
5881513000.0,6311974400.0,-430461440.0
7163608600.0,8747790000.0,-1584181800.0
8052186000.0,8587951000.0,-535765000.0
21661899000.0,17041144000.0,4620755000.0
9104118000.0,7857557500.0,1246560300.0
6198816300.0,5662522000.0,536294400.0
3524618800.0,3935538200.0,-410919420.0
28462264000.0,28346466000.0,115798020.0
25436450000.0,25334735000.0,101715970.0
7133812700.0,12811491000.0,-5677678600.0
3814594600.0,4573264000.0,-758669300.0
5814338000.0,6569502700.0,-755164700.0
6999763000.0,7012287500.0,-12524544.0
30923645000.0,30510494000.0,413151230.0
23515902000.0,24911843000.0,-1395941400.0
14658970000.0,20440517000.0,-5781547000.0
3147383800.0,4294473700.0,-1147089900.0
6514579500.0,5184891000.0,1329688600.0
13050470000.0,12820738000.0,229732350.0
25531533000.0,23179465000.0,2352068600.0
27681436000.0,25048310000.0,2633126000.0
24869564000.0,27066102000.0,-2196537300.0
30783402000.0,31488037000.0,-704634900.0
39274590000.0,35920605000.0,3353985000.0
28519227000.0,33827127000.0,-5307900000.0
39543510000.0,41101926000.0,-1558417400.0
45415035000.0,56110092000.0,-10695057000.0
50206500000.0,55335096000.0,-5128597500.0
11604411000.0,11361277000.0,243134460.0
8959687000.0,8453103600.0,506583040.0
8481018000.0,8452198400.0,28819456.0
7150970000.0,8962135000.0,-1811165200.0
4587534300.0,11540466000.0,-6952931300.0
11014413000.0,14358908000.0,-3344494600.0
6414392300.0,6684687400.0,-270295040.0
4743820000.0,6644312600.0,-1900492800.0
9235244000.0,9066066000.0,169178110.0
22844406000.0,23215315000.0,-370909200.0
17860018000.0,22314066000.0,-4454048000.0
23589757000.0,21491462000.0,2098294800.0
5813926400.0,5922938000.0,-109011460.0
5648832000.0,6181448000.0,-532616200.0
5180064300.0,5542996000.0,-362931700.0
8177334300.0,7687883300.0,489451000.0
8324317000.0,8758989000.0,-434671600.0
9816186000.0,8938021000.0,878165000.0
12853968000.0,15750271000.0,-2896303000.0
14089912000.0,13944061000.0,145851400.0
11268111000.0,14060578000.0,-2792466400.0
8856682000.0,9976285000.0,-1119602700.0
11526242000.0,13285199000.0,-1758956500.0
13747880000.0,16111347000.0,-2363466800.0
2488354800.0,4174145500.0,-1685790700.0
2087626800.0,4554973000.0,-2467346400.0
4659536400.0,5723272000.0,-1063735800.0
14798640000.0,13377493000.0,1421147100.0
11852613000.0,11520163000.0,332449800.0
13379186000.0,13754145000.0,-374959100.0
